dd_synsets,times_synsets,scores
"['iranian', 'iran', 'visit', 'hyderabad', 'president', 'bilateral', 'iran', 'iran', 'site', 'regional', 'golconda', 'intellectual', 'congregation', 'iranian', 'masjid', 'mosque', 'prayer', 'hyderabad', 'intellectual', 'foundation', 'issue', 'iranian', 'foundation', 'leave', 'iranian', 'intellectual', 'mosque', 'iranian', 'mosque', 'day', 'visit', 'congregation', 'prayer', 'iranian', 'foundation', 'intellectual', 'hyderabad', 'site', 'iranian', 'hyderabad', 'iranian', 'hyderabad', 'congregation', 'intellectual', 'congregation', 'iranian', 'iranian', 'prayer', 'golconda', 'hyderabad', 'foundation', 'iranian', 'congregation', 'intellectual', 'foundation', 'curate', 'issue', 'foundation', 'prayer', 'hyderabad', 'leadership', 'hyderabad', 'intellectual', 'iranian']","['iranian', 'iran', 'visit', 'hyderabad', 'president', 'bilateral', 'india', 'afghanistan', 'port', 'regional', 'theodolite', 'petroleum', 'congregation', 'schedule', 'masjid', 'mosque', 'prayer', 'common', 'oil', 'agreement', 'agreement', 'sign', 'offer', 'leave', 'stay', 'believer', 'mausoleum', 'goofproof', 'court', 'worth', 'trade', 'lineage', 'charge', 'equip', 'entail', 'academician', 'first', 'grave', 'sprawl', 'southeast', 'export', 'external', 'sect', 'ruler', 'state', 'know', 'necessitate', 'exploitation', 'commodity', 'international', 'treaty', 'import', 'collection', 'scholar', 'personal_business', 'curate', 'issue', 'sanction', 'market', 'eminent', 'ministry', 'trilateral', 'hill', 'predominate']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33, 0.33, 0.12, 1.0, 0.11, 0.11, 1.0, 0.2, 1.0, 1.0, 1.0, 0.1, 0.1, 0.14, 0.12, 0.14, 0.17, 1.0, 0.25, 0.25, 0.11, 0.17, 0.17, 0.2, 0.14, 0.2, 0.17, 0.17, 0.14, 0.17, 0.98, 0.12, 0.25, 0.32, 0.25, 0.78, 0.17, 0.33, 0.17, 0.33, 0.33, 0.2, 0.2, 0.15, 0.11, 0.25, 0.25, 0.5, 0.08, 1.0, 1.0, 0.14, 0.25, 0.4, 0.17, 0.71, 0.12, 0.33]"
"['state', 'auditorium', 'direction', 'undertaking', 'auditorium', 'information', 'academic', 'undertaking', 'foundation', 'auditorium', 'auditorium', 'science', 'auditorium', 'continue', 'revolution', 'rock', 'academic', 'state', 'information', 'academic', 'auditorium', 'academic', 'session', 'people', 'associate', 'auditorium', 'auditorium', 'infrastructure', 'academic', 'premier', 'continue', 'state', 'auditorium', 'information', 'auditorium', 'college', 'academic', 'academic', 'auditorium', 'people', 'auditorium', 'secretariat', 'academic', 'auditorium', 'direction', 'construct', 'continue', 'direction', 'auditorium', 'curate', 'development', 'auditorium', 'employee', 'academic', 'session', 'continue', 'academic', 'auditorium', 'academic', 'auditorium', 'auditorium', 'undertaking', 'academic', 'information', 'undertaking', 'seat', 'college', 'come', 'academic', 'science', 'foundation', 'development']","['china', 'chinese', 'side', 'dispute', 'indian', 'claim', 'protest', 'question', 'relations', 'bilateral', 'consistent', 'representation', 'routinely', 'repeat', 'improvement', 'object', 'voice', 'tibet', 'refrain', 'enable', 'properly', 'state', 'consultation', 'urge', 'recognize', 'territorial', 'austere', 'momentum', 'pull_off', 'premier', 'challenge', 'china', 'relevant', 'promise', 'firm', 'leadership', 'witness', 'decide', 'opposed', 'conditions', 'diplomatic', 'firm', 'visit', 'representational', 'side', 'make', 'urge', 'position', 'light', 'curate', 'advancement', 'never', 'response', 'reach', 'negotiation', 'quote', 'work', 'important', 'visit', 'foreign', 'south', 'action', 'take', 'report', 'resistance', 'area', 'ministry', 'come', 'read', 'image', 'part', 'development']","[0.2, 0.4, 0.17, 0.14, 0.45, 0.17, 0.25, 0.12, 0.25, 0.79, 0.76, 0.2, 0.45, 0.17, 0.25, 0.25, 0.25, 0.2, 0.17, 0.25, 0.72, 0.25, 0.33, 0.17, 0.14, 0.51, 0.82, 0.12, 0.25, 1.0, 0.14, 0.2, 0.48, 0.25, 0.07, 0.33, 0.25, 0.2, 0.95, 0.11, 0.07, 0.14, 0.17, 0.1, 0.17, 0.5, 0.12, 0.17, 0.64, 1.0, 0.5, 0.33, 0.11, 0.33, 0.25, 0.14, 0.33, 0.78, 0.17, 0.91, 0.69, 0.2, 0.25, 0.14, 0.17, 0.33, 0.17, 1.0, 0.2, 0.17, 0.33, 1.0]"
"['outfit', 'brush', 'military_officer', 'cell', 'police', 'house', 'indian', 'major', 'accomplishment', 'desire', 'collar', 'panic', 'military_officer', 'police', 'particular', 'cell', 'aid', 'accomplishment', 'panic', 'major', 'panic', 'panic', 'accomplishment', 'military_officer', 'panic', 'military_officer', 'decorate', 'panic', 'accomplishment', 'major', 'military_officer', 'house', 'house', 'faculty', 'major', 'major', 'panic', 'panic', 'major', 'declare', 'major', 'military_officer', 'accomplishment', 'major', 'panic', 'cell', 'faculty', 'major', 'police', 'major', 'aid', 'major', 'faculty', 'military_officer', 'september', 'major', 'panic', 'faculty', 'accomplishment', 'accomplishment', 'house', 'police', 'cell', 'cell']","['mujahidin', 'brush', 'terrorist', 'cell', 'police', 'house', 'indian', 'escape', 'blast', 'desire', 'collar', 'awful', 'khan', 'network', 'particular', 'gujarat', 'test', 'apprehension', 'many', 'inset', 'operation', 'laden', 'case', 'terrorist', 'fabricated', 'specialist', 'resuscitate', 'besides', 'faux_pas', 'major', 'secret_agent', 'holder', 'office', 'discovery', 'nab', 'accuse', 'consecutive', 'nepalese', 'look', 'counter', 'kill', 'official', 'apprehension', 'throw', 'fact-finding', 'location', 'isis', 'read', 'police', 'marry', 'concealment', 'isolate', 'pass', 'inspector', 'times', 'bombard', 'resident', 'acts_of_the_apostles', 'case', 'blast', 'office', 'court', 'storm', 'operation']","[0.25, 1.0, 0.14, 1.0, 1.0, 1.0, 1.0, 0.17, 0.14, 1.0, 1.0, 0.46, 0.14, 0.14, 1.0, 0.14, 0.25, 0.17, 0.97, 0.17, 0.14, 0.31, 0.17, 0.14, 0.39, 0.14, 0.2, 0.61, 0.14, 1.0, 0.1, 0.12, 0.17, 0.11, 0.2, 0.25, 0.22, 0.57, 0.33, 0.25, 0.33, 0.25, 0.17, 0.2, 0.15, 0.25, 0.11, 0.2, 1.0, 0.2, 0.33, 0.14, 0.1, 0.1, 0.2, 0.2, 0.57, 0.09, 0.17, 0.14, 0.17, 0.14, 0.08, 0.12]"
"['procurement', 'gun', 'estimate', 'measure', 'cost', 'roentgen', 'proposal', 'defense_mechanism', 'machine', 'indian', 'gun', 'buy', 'light', 'test', 'curate', 'buy', 'measure', 'light', 'acquisition', 'test', 'proposal', 'system', 'approve', 'weapon', 'arm', 'proposal', 'evaluation', 'light', 'unclutter', 'indigenously', 'proposal', 'measure', 'proposal', 'gun', 'war', 'light', 'ammunition', 'proposal', 'force', 'military_personnel', 'capability', 'measure', 'proposal', 'approve', 'proposal', 'force', 'make', 'ministry', 'defense_mechanism', 'system', 'measure', 'capability', 'buy', 'war', 'value', 'besides', 'proposal', 'buy', 'successfully', 'proposal', 'test', 'system', 'light', 'proposal', 'extensive', 'measure', 'subsequently', 'develop', 'system', 'boundary_line', 'operational', 'proposal', 'initially', 'research', 'military_personnel', 'path', 'light', 'include', 'proposal']","['procurement', 'rifle', 'estimate', 'classification', 'cost', 'roentgen', 'proposal', 'defense_mechanism', 'machine', 'indian', 'gun', 'buy', 'harmonize', 'blessing', 'sniper', 'procure', 'measure', 'light', 'acquisition', 'services', 'fast', 'system', 'approve', 'weapon', 'arm', 'deserving', 'evaluation', 'equip', 'process', 'indigenously', 'antisubmarine', 'air', 'coincident', 'carbine', 'war', 'track', 'munition', 'internet_explorer', 'force', 'army', 'preciseness', 'hundred_thousand', 'proposal', 'approve', 'manufactured', 'force', 'make', 'ministry', 'electronics', 'ship', 'balance', 'capability', 'buy', 'requirement', 'value', 'besides', 'approximately', 'buy', 'successfully', 'advanced', 'procedure', 'factory', 'produce', 'modern', 'extensive', 'necessity', 'subsequently', 'develop', 'equipment', 'boundary_line', 'operational', 'naval', 'initially', 'research', 'industry', 'path', 'restrict', 'include', 'effective']","[1.0, 0.33, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.17, 0.11, 0.25, 1.0, 1.0, 1.0, 0.17, 0.07, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 0.17, 0.25, 1.0, 0.28, 0.12, 0.46, 0.25, 1.0, 0.25, 0.25, 0.08, 1.0, 0.25, 0.17, 0.17, 1.0, 1.0, 0.72, 1.0, 1.0, 1.0, 0.1, 0.14, 0.14, 1.0, 1.0, 0.17, 1.0, 1.0, 0.24, 1.0, 1.0, 0.05, 0.25, 0.14, 0.25, 0.62, 1.0, 0.17, 1.0, 1.0, 0.33, 1.0, 1.0, 0.59, 1.0, 1.0, 0.17, 1.0, 0.12, 1.0, 0.15]"
"['shipyard', 'ship', 'explosion', 'shipyard', 'incident', 'own', 'repair', 'people', 'shipyard', 'initial', 'water', 'ship', 'ship', 'inquiry', 'repair', 'shipyard', 'ship', 'water', 'incident', 'own', 'shipyard', 'family', 'transport', 'victim', 'people', 'own', 'incident', 'kill', 'shipyard', 'own', 'bereave', 'shipyard', 'shipyard', 'own', 'own', 'people', 'condolence', 'victim', 'family', 'own', 'own', 'ship', 'condolence', 'shipyard', 'ship', 'shipyard', 'state', 'state', 'resource', 'shipyard', 'own', 'shipyard', 'resource', 'own', 'victim', 'immediate', 'support', 'shipyard', 'inquiry', 'ship', 'family', 'shipyard', 'own', 'shipyard', 'own', 'support', 'direct', 'medical', 'people']","['shipyard', 'ship', 'explosion', 'shipyard', 'fire', 'trap', 'killing', 'tender', 'injured', 'initial', 'water', 'drill', 'dock', 'probe', 'repair', 'dry', 'tank', 'feedback', 'purpose', 'evacuate', 'eleven', 'crew', 'transport', 'novice', 'count', 'shock', 'flash', 'kill', 'pressed', 'rise', 'bereave', 'port', 'topographic_point', 'evacuate', 'talk', 'times', 'news', 'casualty', 'agency', 'take', 'maroon', 'highway', 'condolence', 'unfortunate', 'hospital', 'naval', 'state', 'state', 'resource', 'minor', 'rush', 'limited', 'toll', 'refer', 'victim', 'immediate', 'order', 'necessary', 'inquiry', 'conveyance', 'agency', 'representational', 'construct', 'topographic_point', 'name', 'rescue', 'order', 'medical', 'people']","[1.0, 1.0, 1.0, 1.0, 0.33, 0.25, 0.2, 0.12, 0.79, 1.0, 1.0, 0.11, 0.09, 0.5, 1.0, 0.71, 0.17, 0.12, 0.12, 0.25, 0.29, 0.33, 1.0, 0.2, 0.14, 0.2, 0.33, 1.0, 0.96, 0.25, 1.0, 0.73, 0.2, 0.25, 0.17, 0.14, 0.2, 0.5, 0.25, 0.25, 0.2, 0.1, 1.0, 0.13, 0.09, 0.87, 1.0, 1.0, 1.0, 0.13, 0.25, 0.2, 0.1, 0.33, 1.0, 1.0, 0.17, 0.68, 1.0, 0.2, 0.25, 0.81, 0.25, 0.2, 0.2, 0.2, 0.5, 1.0, 1.0]"
"['fire', 'person', 'structure', 'terrorist', 'attack', 'force', 'structure', 'battalion', 'prolong', 'security', 'lookout', 'person', 'police', 'kill', 'fire', 'camp', 'person', 'camp', 'terrorist', 'wreath', 'state', 'army', 'person', 'operation', 'camp', 'person', 'area', 'fire', 'terrorist', 'attempt', 'person', 'terrorist', 'structure', 'camp', 'building', 'fire', 'fire', 'pay', 'camp', 'wreath', 'take', 'person', 'operation', 'battalion', 'police', 'camp', 'person', 'force', 'terrorist', 'launching', 'camp', 'terrorist', 'vicinity', 'camp', 'terrorist', 'vicinity', 'camp', 'operation', 'area', 'person', 'terrorist', 'terrorist', 'terrorist', 'area']","['brush', 'militant', 'camp', 'terrorist', 'attack', 'force', 'headquarters', 'battalion', 'resume', 'security', 'lookout', 'letup', 'police', 'kill', 'fire', 'escape', 'resident', 'assail', 'militant', 'slain', 'state', 'army', 'morning', 'modesty', 'open', 'exchange', 'area', 'duty', 'concluding', 'search', 'monday', 'intermittently', 'backpack', 'debar', 'building', 'explosion', 'operations', 'shelter', 'corner', 'group', 'call', 'jat', 'dark', 'battalion', 'force', 'ramp', 'caller', 'force', 'unspecified', 'gunfire', 'abandon', 'loud', 'vicinity', 'identify', 'automatic', 'vicinity', 'descry', 'affiliation', 'kashmir', 'casualty', 'barely', 'disquieted', 'surgical', 'position']","[0.14, 0.25, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 0.33, 1.0, 1.0, 0.11, 1.0, 1.0, 1.0, 0.17, 0.33, 0.33, 0.5, 0.14, 1.0, 1.0, 0.11, 0.12, 0.33, 0.12, 1.0, 0.17, 0.95, 0.33, 0.08, 0.72, 0.17, 0.25, 1.0, 0.25, 0.17, 0.25, 0.25, 0.25, 0.17, 0.5, 0.2, 1.0, 0.5, 0.25, 0.25, 1.0, 0.73, 0.25, 0.2, 0.1, 1.0, 0.25, 0.95, 1.0, 0.2, 0.2, 0.25, 0.25, 0.2, 0.88, 0.93, 0.2]"
"['military_personnel', 'camp', 'pakistan', 'sponsor', 'wage', 'attacker', 'military_personnel', 'defense_mechanism', 'mishap', 'camp', 'situation', 'panic', 'military_personnel', 'mishap', 'pakistan', 'come', 'flatly', 'flatly', 'mishap', 'flatly', 'flatly', 'mishap', 'state', 'pakistan', 'defense_mechanism', 'pakistan', 'security', 'family', 'attacker', 'flatly', 'flatly', 'military_personnel', 'situation', 'flatly', 'flatly', 'flatly', 'pakistan', 'defense_mechanism', 'military_personnel', 'mishap', 'mishap', 'mishap', 'flatly', 'pakistan', 'curate', 'flatly', 'pakistan', 'mishap', 'mishap', 'flatly', 'aftermath', 'mishap', 'flatly', 'flatly', 'military_personnel', 'mishap', 'flatly', 'situation', 'monday', 'monday', 'flatly', 'situation', 'state', 'boundary_line', 'mishap', 'state', 'pakistan', 'pakistan', 'attacker', 'state', 'pakistan']","['army', 'camp', 'pakistan', 'sponsor', 'wage', 'terrorist', 'force', 'defense_mechanism', 'mishap', 'thwart', 'imperativeness', 'panic', 'conference', 'mishap', 'at_hand', 'barge', 'thwart', 'comb', 'attack', 'make', 'descry', 'repeat', 'kashmir', 'continuous', 'mechanism', 'civilian', 'security', 'outfit', 'civilian', 'gun', 'belong', 'jaish-i-mohammed', 'alert', 'talk', 'stress', 'look', 'necessary', 'valley', 'work_force', 'war', 'brush', 'attack', 'light', 'addressed', 'curate', 'stand', 'military', 'question', 'terrorism', 'kill', 'response', 'deal', 'put', 'lose', 'government', 'operations', 'injure', 'life', 'hours', 'morning', 'address', 'force', 'centre', 'topographic_point', 'visit', 'state', 'earlier', 'indian', 'ani', 'state', 'india']","[0.25, 1.0, 1.0, 1.0, 1.0, 0.17, 0.5, 1.0, 1.0, 0.08, 0.14, 1.0, 0.14, 1.0, 0.11, 0.25, 0.25, 0.2, 0.11, 0.2, 0.2, 0.17, 0.17, 0.97, 0.14, 0.17, 1.0, 0.33, 0.14, 0.2, 0.25, 0.12, 0.25, 0.17, 0.09, 0.33, 0.18, 0.11, 0.33, 0.12, 0.11, 0.11, 0.2, 0.21, 1.0, 0.2, 0.22, 0.1, 0.09, 0.33, 0.33, 0.12, 0.25, 0.33, 0.2, 0.12, 0.17, 0.25, 0.14, 0.17, 0.17, 0.14, 0.14, 0.14, 0.11, 1.0, 0.14, 0.88, 0.08, 1.0, 0.33]"
"['state', 'government', 'influence', 'head', 'state', 'shah', 'government', 'visibly', 'visibly', 'shah', 'state', 'shah', 'visibly', 'shah', 'shah', 'things', 'head', 'violence', 'visibly', 'shah', 'people', 'people', 'visibly', 'things', 'shah', 'visibly', 'state', 'shah', 'visibly', 'shah', 'administration', 'state', 'visibly', 'government', 'head', 'visibly', 'state', 'violence', 'shah', 'government', 'win', 'influence', 'visibly', 'political_orientation', 'administration', 'violence', 'visibly', 'shah', 'shah', 'visibly', 'state', 'visibly', 'state', 'things', 'visibly', 'government', 'visibly', 'shah', 'win', 'people', 'visibly', 'people', 'head', 'visibly', 'talk', 'people']","['state', 'party', 'power', 'saffron', 'front', 'twentieth', 'government', 'see', 'leave', 'eastern', 'state', 'following', 'govern', 'assured', 'north', 'form', 'worker', 'violence', 'lag', 'impartially', 'old_age', 'dictate', 'attract', 'seating', 'similarly', 'favor', 'zone', 'organizational', 'thwart', 'everyday', 'election', 'state', 'allege', 'cell', 'official', 'divide', 'knock', 'work', 'autochthonal', 'family', 'political_campaign', 'popularity', 'drink', 'distribution', 'investing', 'development', 'collapse', 'anywhere', 'continuously', 'fall_back', 'manipur', 'print', 'promise', 'form', 'implement', 'police', 'field', 'backward', 'time', 'supply', 'stay', 'row', 'rape', 'develop', 'contest', 'constituency']","[1.0, 0.25, 0.5, 0.1, 0.09, 0.74, 1.0, 0.25, 0.33, 0.05, 1.0, 0.53, 0.25, 0.23, 0.75, 0.12, 0.25, 1.0, 0.2, 0.04, 0.12, 0.12, 0.2, 0.14, 0.76, 0.2, 0.12, 0.93, 0.25, 0.71, 0.17, 1.0, 0.2, 0.17, 0.17, 0.2, 0.25, 0.17, 0.91, 0.2, 0.11, 0.25, 0.25, 0.14, 0.11, 0.14, 0.25, 0.68, 0.66, 0.25, 0.5, 0.25, 0.33, 0.12, 0.25, 0.2, 0.2, 0.9, 0.17, 0.17, 0.25, 0.17, 0.1, 0.25, 0.2, 0.2]"
"['present', 'assembly', 'fiscal', 'present', 'loan', 'centimeter', 'announcement', 'present', 'assembly', 'budget', 'assembly', 'fiscal', 'fiscal', 'present', 'farmer', 'fiscal', 'present', 'budget', 'present', 'present', 'budget', 'assembly', 'fiscal', 'assembly', 'fiscal', 'budget', 'present', 'fiscal', 'fiscal', 'budget', 'budget', 'farmer', 'budget', 'assembly', 'present', 'fiscal', 'assembly', 'announcement', 'present', 'government', 'present', 'centimeter', 'announcement', 'fiscal', 'budget', 'present', 'fiscal', 'government', 'present', 'assembly', 'present', 'present', 'fiscal', 'present', 'fiscal', 'budget', 'budget', 'fiscal', 'budget', 'budget', 'present', 'assembly', 'fiscal', 'budget', 'budget', 'farmer', 'budget', 'fiscal', 'assembly', 'state', 'budget', 'budget', 'budget', 'present', 'government', 'state', 'fiscal', 'fiscal', 'budget']","['procurement', 'rifle', 'estimate', 'classification', 'cost', 'roentgen', 'proposal', 'defense_mechanism', 'machine', 'indian', 'gun', 'buy', 'harmonize', 'blessing', 'sniper', 'procure', 'measure', 'light', 'acquisition', 'services', 'fast', 'system', 'approve', 'weapon', 'arm', 'deserving', 'evaluation', 'equip', 'process', 'indigenously', 'antisubmarine', 'air', 'coincident', 'carbine', 'war', 'track', 'munition', 'internet_explorer', 'force', 'army', 'preciseness', 'hundred_thousand', 'proposal', 'approve', 'manufactured', 'force', 'make', 'ministry', 'electronics', 'ship', 'balance', 'capability', 'buy', 'requirement', 'value', 'besides', 'approximately', 'buy', 'successfully', 'advanced', 'procedure', 'factory', 'produce', 'modern', 'extensive', 'necessity', 'subsequently', 'develop', 'equipment', 'boundary_line', 'operational', 'naval', 'initially', 'research', 'industry', 'path', 'restrict', 'include', 'effective']","[0.1, 0.12, 0.17, 0.14, 0.14, 0.14, 0.25, 0.12, 0.5, 0.73, 0.17, 0.25, 0.2, 0.09, 0.14, 0.2, 0.2, 0.39, 0.11, 0.09, 0.94, 0.2, 0.12, 0.2, 0.33, 0.09, 0.11, 0.17, 0.2, 0.65, 0.64, 0.11, 0.77, 0.11, 0.11, 0.25, 0.14, 0.08, 0.14, 0.17, 0.14, 0.11, 0.25, 0.12, 0.28, 0.14, 0.33, 0.11, 0.08, 0.11, 0.14, 0.17, 0.25, 0.1, 0.25, 0.84, 0.47, 0.25, 0.28, 0.44, 0.11, 0.11, 0.25, 0.11, 0.35, 0.14, 0.88, 0.25, 0.2, 0.11, 0.67, 0.98, 0.46, 0.09, 0.17, 0.14, 0.12, 0.33, 0.18]"
"['army', 'major', 'court', 'action', 'major', 'major', 'morale', 'col', 'action', 'major', 'force', 'rock', 'section', 'action', 'action', 'register', 'request', 'major', 'seek', 'major', 'major', 'major', 'major', 'major', 'coercive', 'corset', 'repress', 'major', 'major', 'action', 'major', 'major', 'kashmir', 'savage', 'section', 'stage', 'major', 'publish', 'notice', 'major', 'major', 'major', 'life', 'major', 'major', 'rock', 'penal', 'col', 'convoy', 'major', 'protection', 'protection', 'major', 'code', 'request', 'control', 'major', 'rock', 'duty', 'protection', 'week', 'action', 'section', 'major', 'father', 'vertex', 'action', 'major']","['army', 'major', 'court', 'incident', 'open_fire', 'supreme', 'morale', 'col', 'supplication', 'ache', 'force', 'article', 'fundamental_law', 'murder', 'case', 'register', 'connection', 'fatally', 'seek', 'feasible', 'portray', 'lodge', 'enshrine', 'dispatch', 'coercive', 'corset', 'repress', 'hostile', 'valuable', 'order', 'project', 'magisterial', 'state', 'petitioner', 'option', 'restore', 'injure', 'reflect', 'notice', 'throng', 'administrative', 'cardinal', 'fortune', 'stay', 'damage', 'rifle', 'penal', 'opening', 'convoy', 'highly', 'approach', 'attempt', 'recommend', 'code', 'answer', 'manner', 'lodge', 'vehicle', 'duty', 'protection', 'week', 'right', 'section', 'honor', 'father', 'vertex', 'stay', 'head']","[1.0, 1.0, 1.0, 0.2, 0.2, 0.15, 1.0, 1.0, 0.17, 0.25, 1.0, 0.14, 0.17, 0.14, 0.2, 1.0, 0.17, 0.92, 1.0, 0.99, 0.2, 0.2, 0.17, 0.14, 1.0, 1.0, 1.0, 0.56, 0.56, 0.2, 0.17, 0.35, 0.17, 0.2, 0.17, 0.25, 0.17, 0.17, 1.0, 0.14, 0.74, 0.27, 0.2, 0.25, 0.25, 0.09, 1.0, 0.2, 1.0, 0.03, 0.17, 0.33, 0.14, 1.0, 0.25, 0.17, 0.2, 0.14, 1.0, 1.0, 1.0, 0.1, 1.0, 0.11, 1.0, 1.0, 0.33, 0.2]"
"['details', 'sultan', 'muscat', 'crowd', 'cordial_reception', 'crowd', 'crowd', 'premier', 'details', 'sultan', 'premier', 'muscat', 'premier', 'muscat', 'premier', 'accept', 'gratitude', 'premier', 'details', 'premier', 'details', 'muscat', 'humility', 'deity', 'premier', 'moment', 'local', 'prayer', 'sultan', 'details', 'premier', 'curate', 'muscat', 'deity', 'gratitude', 'hands', 'premier', 'region', 'details', 'prayer', 'premier', 'deity', 'muscat', 'crowd', 'details', 'premier', 'share', 'deity', 'premier', 'details']","['laugh', 'military_policeman', 'consecutive', 'jemaah_islamiyah', 'apology', 'deputation', 'congress', 'demand', 'cry', 'originator', 'melt', 'flat', 'lower', 'loudly', 'laugh', 'disapprove', 'amusement', 'gestate', 'cry', 'burst', 'ramayana', 'loud', 'privilege', 'shakti', 'worry', 'tender', 'settle', 'knockout', 'sahib', 'remark', 'premier', 'curate', 'spoken', 'ka', 'dignity', 'authorization', 'erupt', 'dig', 'shot', 'controversy', 'love', 'idea', 'national', 'row', 'argument', 'sit', 'things', 'kind', 'write', 'claim']","[0.14, 0.14, 0.29, 0.14, 0.2, 0.2, 0.2, 0.12, 0.14, 0.2, 0.17, 0.94, 0.25, 0.16, 0.25, 0.33, 0.2, 0.2, 0.14, 0.17, 0.11, 0.92, 0.14, 0.33, 0.33, 0.14, 0.11, 0.1, 0.17, 0.2, 1.0, 1.0, 0.4, 0.33, 0.25, 0.17, 0.25, 0.14, 0.17, 0.12, 0.33, 0.2, 0.75, 0.12, 0.12, 0.33, 0.2, 0.12, 0.2, 0.14]"
"['station', 'terrorist', 'meet', 'terrorist', 'commissioned', 'terrorist', 'jawan', 'station', 'attack', 'commissioned', 'attack', 'station', 'take', 'terrorist', 'security', 'gun', 'people', 'martyr', 'jawan', 'attack', 'delhi', 'commissioned', 'morning', 'attack', 'damage', 'attack', 'attack', 'attack', 'station', 'situation', 'attack', 'morning', 'terrorist', 'morning', 'terrorist', 'foil', 'commissioned', 'situation', 'put', 'people', 'terrorist', 'attack', 'residence', 'commissioned', 'commissioned', 'terrorist', 'kill', 'report', 'attack', 'commissioned', 'commissioned', 'attack', 'attack', 'besides', 'commissioned', 'attack', 'station', 'take', 'damage', 'commissioned', 'loss', 'attack']","['camp', 'terrorist', 'meet', 'militant', 'attack', 'lookout', 'jawan', 'headquarters', 'command', 'thwart', 'abandoned', 'building', 'postpone', 'spokesman', 'security', 'gun', 'army', 'martyr', 'soldier', 'afoot', 'site', 'sneak', 'battalion', 'bare', 'fire', 'gunfire', 'near', 'pregnant', 'barge', 'situation', 'unspecified', 'morning', 'immunoglobulin', 'summer', 'young_person', 'foil', 'result', 'force', 'hole', 'battalion', 'buttocks', 'subsequently', 'area', 'prolong', 'predominate', 'baby', 'kill', 'report', 'leery', 'detect', 'salvage', 'about', 'escape', 'besides', 'evacuate', 'gunfight', 'block', 'yield', 'clang', 'flee', 'alias', 'search']","[0.12, 1.0, 1.0, 0.17, 0.25, 0.12, 1.0, 0.12, 0.17, 0.25, 0.95, 0.2, 0.2, 0.17, 1.0, 1.0, 0.14, 1.0, 0.5, 0.22, 0.14, 0.2, 0.14, 0.98, 0.25, 0.14, 0.13, 0.07, 0.1, 1.0, 0.13, 1.0, 0.08, 0.25, 0.2, 1.0, 0.2, 0.14, 0.2, 0.12, 0.11, 0.28, 0.14, 0.2, 0.33, 0.14, 1.0, 1.0, 0.72, 0.2, 0.2, 0.95, 0.17, 1.0, 0.25, 0.12, 0.25, 0.2, 0.17, 0.2, 0.12, 0.25]"
"['region', 'fuss', 'relation', 'indian', 'fan', 'premier', 'relation', 'muscat', 'port', 'indian', 'curate', 'indian', 'region', 'muscat', 'fan', 'muscat', 'fan', 'muscat', 'community', 'hotel', 'region', 'welcome', 'work', 'indian', 'indian', 'relation', 'muscat', 'fuss', 'waterway', 'welcome', 'region', 'relation', 'hotel', 'fuss', 'relation', 'premier', 'hapless', 'muscat', 'indian', 'relation', 'region', 'purpose', 'community', 'region', 'network', 'declaration', 'region', 'ability', 'state', 'community', 'relation', 'fuss', 'fuss', 'premier', 'welcome', 'relation', 'ability', 'premier', 'community', 'relation']","['palestine', 'autopsy', 'aluminum', 'ani', 'bin', 'premier', 'crown', 'muscat', 'dubai', 'prince', 'curate', 'sheik', 'palestine', 'expansive', 'collar', 'palestinian', 'necktie', 'ceremonial', 'diaspora', 'temple', 'region', 'honor', 'work', 'president', 'indian', 'relationship', 'historic', 'chop', 'gulf', 'recognition', 'universe', 'money', 'mosque', 'sport', 'paisa', 'confer', 'hapless', 'complex', 'forward', 'relations', 'mausoleum', 'appreciation', 'deputation', 'exchange', 'people', 'reception', 'royal', 'ease', 'state', 'government', 'address', 'technology', 'gesture', 'meet', 'acme', 'address', 'degree', 'reach', 'community', 'negotiation']","[0.17, 0.14, 0.17, 0.09, 0.2, 1.0, 0.17, 1.0, 0.5, 0.17, 1.0, 0.2, 0.17, 0.41, 0.14, 0.99, 0.11, 0.67, 0.2, 0.25, 1.0, 0.14, 1.0, 0.11, 1.0, 0.5, 0.03, 0.12, 0.33, 0.33, 0.17, 0.14, 0.25, 0.2, 0.12, 0.11, 1.0, 0.96, 0.14, 0.33, 0.14, 0.11, 0.2, 0.11, 0.25, 0.17, 0.12, 0.33, 1.0, 0.17, 0.12, 0.17, 0.12, 0.33, 0.17, 0.12, 0.2, 0.33, 1.0, 0.14]"
