ID,ndtv_tn_wordnet
689,"[['ship', 'transport', 1.0], ['relief', 'relief', 1.0], ['material', 'information', 0.9090909090909091], ['water', 'air', 0.8571428571428571], ['flood', 'flood', 1.0], ['sail', 'air', 0.8181818181818182], ['ration', 'loss', 0.7142857142857143], ['bottle', 'transport', 0.75], ['ration', 'loss', 0.7142857142857143], ['august', 'august', 1.0], ['meal', 'spread', 0.9333333333333333], ['eat', 'let', 0.5], ['food', 'spread', 0.7692307692307693], ['metric_ton', 'hand', 0.625], ['rescue', 'rescue', 1.0], ['ministry', 'occupation', 0.875], ['medicate', 'flood', 0.5714285714285714], ['essential', 'property', 0.5], ['command', 'force', 0.9333333333333333], ['sunday', 'occupation', 0.6666666666666666], ['western', 'spread', 0.6666666666666666], ['century', 'century', 1.0], ['worst', 'worst', 1.0], ['ready', 'dress', 0.8571428571428571], ['cardinal', 'maroon', 0.8421052631578947], ['transport', 'transport', 1.0], ['operations', 'attempt', 0.8571428571428571], ['toiletry', 'transport', 0.8571428571428571], ['reel', 'transport', 0.8], ['raincoat', 'wear', 0.8], ['shop', 'spread', 0.8235294117647058], ['refilling', 'flood', 0.6666666666666666], ['candle', 'flood', 0.8], ['biscuit', 'spread', 0.6], ['augment', 'spread', 0.3333333333333333], ['air', 'air', 1.0], ['assorted', 'mistreat', 0.5714285714285714], ['mineral', 'spread', 0.6666666666666666], ['supply', 'attempt', 0.8571428571428571], ['powder', 'pi', 0.8235294117647058], ['navy', 'agency', 0.9411764705882353], ['command', 'force', 0.9333333333333333], ['force', 'force', 1.0], ['package', 'information', 0.8], ['coerce', 'force', 1.0], ['diver', 'forward', 0.8181818181818182], ['go', 'attempt', 0.9333333333333333], ['implosion_therapy', 'attempt', 0.5714285714285714], ['coordinate', 'dress', 0.75], ['second', 'forward', 0.8888888888888888], ['state', 'state', 1.0], ['situate', 'dress', 0.5714285714285714], ['homeless', 'public', 0.7272727272727273], ['bag', 'attempt', 0.8571428571428571], ['due', 'claim', 0.9], ['ministry', 'occupation', 0.875], ['lay_waste_to', 'spread', 0.4], ['approximately', 'about', 1.0], ['swing', 'aim', 0.8888888888888888], ['process', 'attempt', 0.8571428571428571], ['milk', 'spread', 0.8], ['aid', 'relief', 0.9333333333333333], ['supply', 'attempt', 0.8571428571428571], ['evacuate', 'spread', 0.4], ['restoration', 'extra', 0.8333333333333334], ['item', 'information', 0.8333333333333334]]"
690,"[['bihari', 'bihari', 1.0], ['buckle', 'buckle', 1.0], ['pressure', 'pressure', 1.0], ['premier', 'premier', 1.0], ['become', 'become', 1.0], ['autopsy', 'autopsy', 1.0], ['never', 'never', 1.0], ['test', 'trial', 1.0], ['nuclear', 'nuclear', 1.0], ['curate', 'curate', 1.0], ['mention', 'credit', 1.0], ['state', 'state', 1.0], ['show', 'give', 0.9411764705882353], ['hope', 'desire', 1.0], ['days', 'life', 0.9230769230769231], ['corner', 'cabinet', 0.7777777777777778], ['glare', 'glare', 1.0], ['government', 'politics', 1.0], ['issue', 'event', 1.0], ['test', 'trial', 1.0], ['die', 'experience', 0.75], ['odds', 'capability', 0.6153846153846154], ['yesterday', 'yesterday', 1.0], ['compromise', 'compromise', 1.0], ['power', 'state', 0.9411764705882353], ['impute', 'credit', 0.8571428571428571], ['come', 'experience', 0.8571428571428571], ['distinguished', 'give', 0.7142857142857143], ['scientist', 'life', 0.75], ['tradition', 'experience', 0.8333333333333334], ['narrative', 'tribute', 0.7272727272727273], ['political_orientation', 'political_orientation', 1.0], ['willing', 'credit', 0.75], ['memory', 'work', 0.8], ['lose', 'become', 0.5714285714285714], ['former', 'late', 1.0], ['parliamentarian', 'life', 0.7058823529411765], ['illness', 'desire', 0.7058823529411765], ['finally', 'last', 1.0], ['vote', 'state', 0.8571428571428571], ['phase', 'state', 0.9333333333333333], ['fell', 'decoration', 0.8], ['stay', 'meeting', 0.8888888888888888], ['serve', 'serve', 1.0], ['serve', 'serve', 1.0], ['alliance', 'event', 0.8], ['jemaah_islamiyah', 'jemaah_islamiyah', 1.0], ['make', 'give', 1.0], ['change', 'event', 0.9090909090909091], ['form', 'work', 1.0], ['described', 'give', 0.7272727272727273], ['age', 'old_age', 1.0], ['terrorism', 'event', 0.5714285714285714], ['gather', 'meeting', 1.0], ['politics', 'politics', 1.0], ['committed', 'give', 1.0], ['term', 'life', 0.8571428571428571], ['full', 'watch', 0.7692307692307693], ['attend', 'serve', 1.0], ['address', 'address', 1.0], ['person', 'life', 0.8], ['leadership', 'last', 0.8571428571428571], ['alliance', 'event', 0.8], ['lose', 'become', 0.5714285714285714], ['calendar_month', 'watch', 0.8333333333333334], ['attempt', 'attempt', 1.0], ['manner', 'state', 0.6666666666666666], ['add', 'add', 1.0], ['august', 'watch', 0.7142857142857143]]"
691,"[['visit', 'visit', 1.0], ['wei', 'han', 0.9], ['relations', 'relations', 1.0], ['military', 'military', 1.0], ['military', 'military', 1.0], ['defense_mechanism', 'defense_mechanism', 1.0], ['beijing', 'see', 0.8], ['state', 'state', 1.0], ['improvement', 'improvement', 1.0], ['exchange', 'exchange', 1.0], ['better', 'better', 1.0], ['boundary_line', 'boundary_line', 1.0], ['general', 'command', 0.8571428571428571], ['draw', 'draw', 1.0], ['static', 'static', 1.0], ['better', 'better', 1.0], ['see', 'visit', 1.0], ['steadily', 'steadily', 1.0], ['chinese', 'chinese', 1.0], ['colonel', 'commanding_officer', 0.8461538461538461], ['command', 'command', 1.0], ['backdrop', 'backdrop', 1.0], ['state', 'state', 1.0], ['communication', 'communication', 1.0], ['eleven', 'eleven', 1.0], ['commanding_officer', 'commanding_officer', 1.0], ['headquarters', 'headquarters', 1.0], ['aim', 'aim', 1.0], ['put', 'put', 1.0], ['spokesman', 'spokesman', 1.0], ['positive', 'positive', 1.0], ['land', 'state', 1.0], ['necktie', 'necktie', 1.0], ['tomorrow', 'state', 0.6], ['theater', 'theater', 1.0], ['draw', 'draw', 1.0], ['solidify', 'solidify', 1.0], ['procedural', 'procedural', 1.0], ['lutetium', 'lutetium', 1.0], ['han', 'han', 1.0], ['acme', 'acme', 1.0], ['cooperation', 'cooperation', 1.0], ['warm', 'warm', 1.0], ['tactical', 'tactical', 1.0], ['sporadically', 'sporadically', 1.0], ['drill', 'drill', 1.0], ['control', 'see', 1.0], ['come', 'come', 1.0], ['sphere', 'sphere', 1.0], ['patrol', 'patrol', 1.0], ['repeat', 'repeat', 1.0], ['shanghai', 'state', 0.7777777777777778], ['by_and_large', 'by_and_large', 1.0], ['medium', 'communication', 0.9230769230769231], ['area', 'sphere', 1.0], ['detect', 'see', 0.8571428571428571], ['conscious', 'conscious', 1.0], ['meet', 'see', 1.0], ['meet', 'see', 1.0], ['safeguard', 'interaction', 0.631578947368421], ['escalate', 'escalate', 1.0], ['billed', 'charge', 1.0], ['force', 'draw', 1.0], ['steady', 'steadily', 1.0], ['forge', 'exchange', 0.875]]"
692,"[['ash', 'person', 0.6666666666666666], ['immerse', 'prematurely', 0.5], ['river', 'deep', 0.6666666666666666], ['submergence', 'juncture', 0.625], ['former', 'former', 1.0], ['mister', 'father', 0.8888888888888888], ['curate', 'curate', 1.0], ['die', 'ways', 0.7142857142857143], ['premier', 'premier', 1.0], ['berra', 'court', 0.8181818181818182], ['workplace', 'hearts', 0.5714285714285714], ['granddaughter', 'person', 0.6666666666666666], ['urn', 'memory', 0.631578947368421], ['immerse', 'prematurely', 0.5], ['thursday', 'birthday', 0.6666666666666666], ['assorted', 'pay', 0.5714285714285714], ['rite', 'attempt', 0.75], ['cremate', 'prematurely', 0.3333333333333333], ['state', 'death', 0.8888888888888888], ['prolong', 'prematurely', 0.3333333333333333], ['home', 'court', 0.8421052631578947], ['india', 'hearts', 0.5882352941176471], ['roll_up', 'husband', 0.5], ['ashram', 'hearts', 0.8], ['holy_place', 'hearts', 0.5714285714285714], ['opportunity', 'life', 0.7692307692307693], ['state', 'death', 0.8888888888888888], ['science', 'memory', 0.8421052631578947], ['today', 'birthday', 0.7692307692307693], ['institute', 'attempt', 0.75], ['respect', 'observe', 1.0], ['get_down', 'write', 0.8888888888888888], ['ceremony', 'attempt', 0.8571428571428571], ['medical', 'attempt', 0.7058823529411765], ['full', 'life', 0.7692307692307693], ['attend', 'serve', 1.0], ['head', 'father', 0.9473684210526315], ['road', 'ways', 0.9333333333333333], ['flush', 'life', 0.8333333333333334], ['capital', 'great', 1.0], ['shah', 'premier', 0.88], ['follow', 'observe', 1.0], ['announce', 'leave', 0.8333333333333334], ['part', 'share', 1.0], ['curate', 'curate', 1.0], ['take', 'write', 0.7272727272727273], ['earlier', 'former', 1.0], ['include', 'bear', 0.8], ['party', 'person', 0.8], ['get', 'father', 1.0], ['election', 'ways', 0.75], ['election', 'ways', 0.75]]"
693,"[['alert', 'state', 0.8], ['district', 'state', 0.8571428571428571], ['flood', 'flood', 1.0], ['red', 'water', 0.7272727272727273], ['orange', 'material', 0.8], ['relief', 'relief', 1.0], ['flood', 'flood', 1.0], ['water', 'water', 1.0], ['relocate', 'medical', 0.4], ['publish', 'air', 0.9230769230769231], ['monday', 'supply', 0.42857142857142855], ['reprieve', 'relief', 0.9333333333333333], ['drop', 'step', 0.8333333333333334], ['pledge', 'donate', 0.8], ['name', 'people', 0.8888888888888888], ['state', 'state', 1.0], ['supply', 'supply', 1.0], ['helicopter', 'material', 0.6], ['aerial', 'step', 0.7777777777777778], ['flight', 'air', 0.9523809523809523], ['drink', 'water', 0.8888888888888888], ['survey', 'medical', 0.9], ['camp', 'camp', 1.0], ['passenger', 'victim', 0.7058823529411765], ['bad', 'air', 0.8], ['train', 'material', 0.8571428571428571], ['highlight', 'material', 0.6666666666666666], ['century', 'crore', 0.875], ['weather', 'air', 0.8888888888888888], ['natural', 'step', 0.8235294117647058], ['worst', 'attempt', 0.9333333333333333], ['emergency', 'state', 0.8], ['condition', 'health', 0.9090909090909091], ['aid', 'aid', 1.0], ['navy', 'force', 0.8571428571428571], ['necessitate', 'medical', 0.5], ['food', 'water', 0.9090909090909091], ['catastrophe', 'catastrophe', 1.0], ['heavy', 'operations', 0.7058823529411765], ['rescue', 'rescue', 1.0], ['transport', 'airlift', 0.9473684210526315], ['report', 'material', 0.8333333333333334], ['continue', 'offer', 0.6], ['send', 'air', 1.0], ['least', 'health', 0.5555555555555556], ['area', 'area', 1.0], ['die', 'step', 0.8], ['use', 'operations', 0.8571428571428571], ['expect', 'book', 0.7692307692307693], ['office', 'state', 0.8888888888888888], ['particular', 'material', 0.7272727272727273], ['due', 'damage', 0.7777777777777778], ['gandhi', 'victim', 0.6666666666666666], ['centre', 'area', 0.9230769230769231], ['crore', 'crore', 1.0], ['state', 'state', 1.0], ['curate', 'curate', 1.0], ['ask', 'offer', 0.8571428571428571], ['roentgen', 'roentgen', 1.0], ['state', 'state', 1.0], ['president', 'chief', 0.8571428571428571], ['people', 'people', 1.0], ['chief', 'chief', 1.0], ['premier', 'victim', 0.6], ['today', 'today', 1.0]]"
694,"[['ash', 'ash', 1.0], ['immerse', 'immerse', 1.0], ['river', 'river', 1.0], ['submergence', 'submergence', 1.0], ['former', 'former', 1.0], ['mister', 'part', 0.6153846153846154], ['curate', 'curate', 1.0], ['die', 'die', 1.0], ['premier', 'premier', 1.0], ['berra', 'berra', 1.0], ['workplace', 'workplace', 1.0], ['granddaughter', 'granddaughter', 1.0], ['urn', 'pick', 0.6666666666666666], ['immerse', 'immerse', 1.0], ['ancestral', 'ancestral', 1.0], ['thursday', 'flush', 0.6666666666666666], ['assorted', 'breathe', 0.36363636363636365], ['rite', 'last', 0.75], ['cremate', 'cremate', 1.0], ['state', 'state', 1.0], ['prolong', 'prolong', 1.0], ['home', 'home', 1.0], ['india', 'state', 0.8888888888888888], ['roll_up', 'roll_up', 1.0], ['ashram', 'ashram', 1.0], ['holy_place', 'home', 0.7142857142857143], ['opportunity', 'opportunity', 1.0], ['state', 'state', 1.0], ['science', 'science', 1.0], ['today', 'state', 0.6], ['institute', 'institute', 1.0], ['respect', 'respect', 1.0], ['get_down', 'home', 0.5], ['expansive', 'expansive', 1.0], ['ceremony', 'last', 0.8571428571428571], ['medical', 'medical', 1.0], ['full', 'flush', 0.7692307692307693], ['attend', 'home', 0.4], ['head', 'home', 0.8571428571428571], ['road', 'road', 1.0], ['flush', 'flush', 1.0], ['capital', 'part', 0.8333333333333334], ['shah', 'premier', 0.88], ['follow', 'take', 0.8], ['announce', 'state', 0.8], ['part', 'part', 1.0], ['curate', 'curate', 1.0], ['take', 'take', 1.0], ['earlier', 'former', 1.0], ['include', 'include', 1.0], ['party', 'mortal', 0.8], ['get', 'arrive', 1.0], ['election', 'pick', 0.9333333333333333], ['election', 'pick', 0.9333333333333333]]"
695,"[['flight', 'air', 0.9523809523809523], ['ticket', 'water', 0.75], ['costs', 'toll', 1.0], ['flight', 'air', 0.9523809523809523], ['ticket', 'water', 0.75], ['travel', 'air', 0.9473684210526315], ['time_period', 'life', 0.9090909090909091], ['offer', 'worst', 0.875], ['book', 'claim', 0.8333333333333334], ['customer', 'plant', 0.7058823529411765], ['offer', 'worst', 0.875], ['tax_return', 'air', 0.42857142857142855], ['debit', 'air', 0.4], ['air_passage', 'road', 0.7058823529411765], ['menu', 'water', 0.7692307692307693], ['discount', 'relief', 0.9], ['bangalore', 'state', 0.7777777777777778], ['resume', 'air', 0.7692307692307693], ['lay_waste_to', 'air', 0.4], ['dubai', 'state', 0.7777777777777778], ['book', 'claim', 0.8333333333333334], ['thailand', 'state', 0.8888888888888888], ['guest', 'safety', 0.7777777777777778], ['maroon', 'plant', 0.75], ['continue', 'get', 0.6666666666666666], ['card_game', 'behavior', 0.8], ['jet', 'force', 0.75], ['commercial', 'claim', 0.5714285714285714], ['recognition', 'life', 0.8571428571428571], ['domestic', 'plant', 0.7058823529411765], ['weather', 'air', 0.8888888888888888], ['flood', 'flood', 1.0], ['offer', 'worst', 0.875], ['light', 'clean', 1.0], ['rain', 'monsoon', 0.9523809523809523], ['interim', 'relief', 0.7272727272727273], ['village', 'camp', 0.7692307692307693], ['show', 'strike', 0.9230769230769231], ['people', 'people', 1.0], ['heavy', 'plant', 0.9090909090909091], ['extra', 'plant', 0.9090909090909091], ['search', 'operations', 0.9230769230769231], ['bank', 'water', 0.8], ['operations', 'operations', 1.0], ['situation', 'situation', 1.0], ['mumbai', 'state', 0.7777777777777778], ['still', 'plant', 0.9411764705882353], ['least', 'situation', 0.5555555555555556], ['today', 'today', 1.0], ['die', 'transport', 0.7058823529411765], ['cent', 'hundred_thousand', 0.5], ['monday', 'life', 0.6666666666666666], ['announce', 'air', 0.8333333333333334], ['office', 'situation', 1.0]]"
696,"[['crore', 'crore', 1.0], ['announce', 'announce', 1.0], ['relief', 'aid', 0.9333333333333333], ['aid', 'aid', 1.0], ['head', 'pace', 0.8571428571428571], ['beneficiary', 'witness', 0.6666666666666666], ['flood', 'deluge', 1.0], ['aid', 'aid', 1.0], ['intend', 'announce', 0.7142857142857143], ['curate', 'witness', 0.631578947368421], ['aid', 'aid', 1.0], ['cause', 'rise', 0.875], ['details', 'flight', 0.8235294117647058], ['authenticity', 'toll', 0.6153846153846154], ['devastation', 'death', 0.8571428571428571], ['information', 'sign', 0.8333333333333334], ['contribution', 'attempt', 0.9333333333333333], ['battle', 'attempt', 0.9333333333333333], ['contribution', 'attempt', 0.9333333333333333], ['verify', 'take', 0.8888888888888888], ['motive', 'waters', 0.6666666666666666], ['guarantee', 'promise', 0.8888888888888888], ['estimate', 'survey', 0.7692307692307693], ['state', 'state', 1.0], ['site', 'camp', 0.9411764705882353], ['boat', 'motorboat', 0.9565217391304348], ['state', 'state', 1.0], ['supply', 'waters', 0.8571428571428571], ['captain', 'witness', 0.7058823529411765], ['aerial', 'aerial', 1.0], ['make', 'take', 1.0], ['survey', 'survey', 1.0], ['request', 'promise', 0.8571428571428571], ['look', 'wait', 1.0], ['employee', 'witness', 0.7058823529411765], ['camp', 'camp', 1.0], ['reach', 'whack', 0.8], ['stay', 'state', 0.8], ['purpose', 'help', 0.7692307692307693], ['crisis', 'finish', 0.7692307692307693], ['religion', 'promise', 0.8], ['transfer', 'transport', 1.0], ['material', 'waters', 0.8], ['commercial', 'commercial', 1.0], ['state', 'state', 1.0], ['flood', 'deluge', 1.0], ['chink', 'toll', 0.8571428571428571], ['addition', 'rise', 0.9], ['fund', 'take', 0.8181818181818182], ['confront', 'rise', 0.75], ['century', 'thousand', 0.875], ['note', 'state', 0.8], ['contribution', 'attempt', 0.9333333333333333], ['worst', 'attempt', 0.9333333333333333], ['claim', 'take', 1.0], ['rain', 'rain', 1.0]]"
697,"[['foot', 'foot', 1.0], ['water', 'water', 1.0], ['dam', 'dam', 1.0], ['degree', 'degree', 1.0], ['deluge', 'flood', 1.0], ['rehabilitation', 'rehabilitation', 1.0], ['ask', 'ask', 1.0], ['court', 'court', 1.0], ['crisis', 'crisis', 1.0], ['rain', 'rain', 1.0], ['possibility', 'possibility', 1.0], ['exist', 'exist', 1.0], ['management', 'management', 1.0], ['bench', 'management', 0.8571428571428571], ['deal', 'deal', 1.0], ['subcommittee', 'subcommittee', 1.0], ['reservoir', 'water', 0.8], ['justice', 'justice', 1.0], ['shutter', 'shutter', 1.0], ['fury', 'fury', 1.0], ['displace', 'displace', 1.0], ['reduce', 'reduce', 1.0], ['dam', 'dam', 1.0], ['badly', 'badly', 1.0], ['decrease', 'decrease', 1.0], ['expert', 'adept', 1.0], ['coordinate', 'coordinate', 1.0], ['top', 'top', 1.0], ['waters', 'water', 1.0], ['submit', 'state', 1.0], ['extensive', 'extensive', 1.0], ['direction', 'management', 1.0], ['bring', 'ask', 0.5], ['crossed', 'traverse', 1.0], ['monsoon', 'monsoon', 1.0], ['reduce', 'reduce', 1.0], ['detect', 'detect', 1.0], ['severe', 'severe', 1.0], ['open', 'open', 1.0], ['damage', 'damage', 1.0], ['executive', 'executive', 1.0], ['southern', 'southern', 1.0], ['natural', 'natural', 1.0], ['leave', 'leave', 1.0], ['rise', 'rise', 1.0], ['stairs', 'stairs', 1.0], ['measure', 'measure', 1.0], ['affect', 'affect', 1.0], ['catastrophe', 'calamity', 1.0], ['people', 'people', 1.0], ['state', 'tell', 1.0], ['river', 'river', 1.0], ['tamil', 'tamil', 1.0], ['expression', 'deal', 0.7142857142857143], ['dead', 'people', 0.8888888888888888], ['populate', 'populate', 1.0], ['situation', 'situation', 1.0], ['committee', 'committee', 1.0], ['report', 'report', 1.0], ['area', 'area', 1.0], ['major', 'major', 1.0], ['number', 'coordinate', 0.9090909090909091], ['put', 'put', 1.0], ['give', 'open', 1.0], ['due', 'toll', 0.8571428571428571], ['part', 'contribution', 1.0], ['take', 'ask', 1.0], ['include', 'see', 0.8888888888888888], ['election', 'state', 0.8], ['election', 'state', 0.8], ['national', 'cause', 0.75], ['update', 'tell', 0.8], ['chief', 'executive', 0.9473684210526315], ['today', 'measure', 0.6666666666666666]]"
698,"[['aid', 'aid', 1.0], ['crore', 'crore', 1.0], ['roentgen', 'roentgen', 1.0], ['relief', 'relief', 1.0], ['state', 'state', 1.0], ['flood', 'flood', 1.0], ['premier', 'person', 0.631578947368421], ['forward_pass', 'aerial', 1.0], ['announce', 'announce', 1.0], ['curate', 'person', 0.6666666666666666], ['camp', 'camp', 1.0], ['precedence', 'precedence', 1.0], ['gardening', 'express', 0.72], ['supply', 'supply', 1.0], ['affected', 'affect', 1.0], ['appraisal', 'reappraisal', 0.9411764705882353], ['person', 'person', 1.0], ['situation', 'situation', 1.0], ['highway', 'highway', 1.0], ['survey', 'survey', 1.0], ['request', 'request', 1.0], ['area', 'repair', 0.9230769230769231], ['damage', 'damage', 1.0], ['damage', 'damage', 1.0], ['national', 'national', 1.0], ['due', 'due', 1.0], ['cause', 'cause', 1.0], ['footing', 'state', 0.8], ['minister', 'chief', 0.8571428571428571], ['fiscal', 'fiscal', 1.0], ['loss', 'death', 0.9333333333333333], ['rescue', 'precedence', 0.7142857142857143], ['meeting', 'meet', 1.0], ['travel', 'flood', 0.8421052631578947], ['withdraw', 'besides', 0.5], ['incur', 'affect', 0.6666666666666666], ['family', 'house', 1.0], ['government', 'government', 1.0], ['render', 'supply', 1.0], ['flog', 'besides', 0.4], ['shackle', 'aerial', 0.7777777777777778], ['august', 'life', 0.7142857142857143], ['continue', 'ask', 0.6666666666666666], ['estimate', 'survey', 0.7692307692307693], ['seasonably', 'seasonably', 1.0], ['maroon', 'person', 0.75], ['compliment', 'authority', 0.7142857142857143], ['grain', 'material', 0.8571428571428571], ['people', 'family', 0.9411764705882353], ['review', 'survey', 1.0], ['restore', 'restore', 1.0], ['project', 'cause', 0.8888888888888888], ['morning', 'life', 0.8333333333333334], ['labor', 'state', 0.9230769230769231], ['determine', 'cause', 0.8], ['statement', 'line', 0.8571428571428571], ['requirement', 'government', 0.8235294117647058], ['lay_waste_to', 'besides', 0.4]]"
699,"[['prayer', 'last', 0.8], ['immerse', 'immerse', 1.0], ['ash', 'ash', 1.0], ['meeting', 'stay', 0.8888888888888888], ['attend', 'home', 0.4], ['capital', 'part', 0.8333333333333334], ['curate', 'curate', 1.0], ['river', 'river', 1.0], ['insurance', 'part', 0.7692307692307693], ['unit_of_measurement', 'last', 0.8333333333333334], ['state', 'state', 1.0], ['state', 'state', 1.0], ['headquarters', 'home', 0.8], ['home', 'home', 1.0], ['leadership', 'last', 0.8571428571428571], ['state', 'state', 1.0], ['expense', 'last', 0.625], ['compensation', 'pick', 0.6666666666666666], ['premier', 'premier', 1.0], ['add', 'include', 0.8888888888888888], ['august', 'flush', 0.7142857142857143], ['party', 'mortal', 0.8], ['brunt', 'stature', 0.5714285714285714], ['assorted', 'breathe', 0.36363636363636365], ['hardy', 'mortal', 0.7058823529411765], ['submergence', 'submergence', 1.0], ['cremate', 'cremate', 1.0], ['bear', 'include', 0.8], ['mister', 'part', 0.6153846153846154], ['family', 'home', 1.0], ['roll_up', 'roll_up', 1.0], ['crore', 'last', 0.5333333333333333], ['saffron', 'ash', 0.6956521739130435], ['material', 'ash', 0.8], ['crop', 'mortal', 0.8], ['state', 'state', 1.0], ['honor', 'respect', 1.0], ['solidarity', 'honor', 0.5714285714285714], ['rehabilitation', 'pick', 0.6666666666666666], ['former', 'former', 1.0], ['relative', 'mortal', 0.8571428571428571], ['holy_place', 'home', 0.7142857142857143], ['roentgen', 'mortal', 0.7058823529411765], ['panchayat', 'home', 0.75], ['rain', 'state', 0.5882352941176471], ['today', 'state', 0.6], ['get_down', 'home', 0.5], ['doctor', 'last', 0.75], ['send', 'breathe', 0.6666666666666666], ['plan', 'part', 0.8], ['cut', 'part', 0.9230769230769231], ['appeal', 'stay', 0.7142857142857143], ['party', 'mortal', 0.8], ['celebrated', 'respect', 0.8888888888888888], ['independent', 'mortal', 0.75], ['entreaty', 'stay', 0.7142857142857143], ['national', 'home', 1.0], ['team', 'home', 0.8571428571428571], ['deluge', 'state', 0.7142857142857143], ['apart', 'apart', 1.0]]"
700,"[['science', 'memory', 0.8421052631578947], ['bihari', 'words', 0.5333333333333333], ['institute', 'foundation', 0.6666666666666666], ['medical', 'leadership', 0.7058823529411765], ['admit', 'pass', 0.8], ['former', 'leadership', 0.7142857142857143], ['life', 'death', 0.8571428571428571], ['system', 'policy', 0.8888888888888888], ['support', 'foundation', 0.9411764705882353], ['condition', 'state', 0.8888888888888888], ['india', 'india', 1.0], ['arrive', 'fight', 0.5], ['curate', 'brick', 0.6], ['centimeter', 'words', 0.6666666666666666], ['premier', 'premier', 1.0], ['leave', 'pass', 0.9333333333333333], ['autopsy', 'leadership', 0.7058823529411765], ['reach', 'pass', 1.0], ['health', 'state', 0.8]]"
701,"[['panchayat', 'state', 0.7058823529411765], ['polls', 'ani', 0.8], ['election', 'state', 0.8], ['keep', 'check', 0.8888888888888888], ['request', 'address', 0.8571428571428571], ['security', 'state', 0.782608695652174], ['keep', 'check', 0.8888888888888888], ['voter', 'child', 0.6666666666666666], ['demand', 'fun', 0.8571428571428571], ['year', 'day', 0.8333333333333334], ['trial', 'defense', 0.8235294117647058], ['independence', 'independence', 1.0], ['state', 'state', 1.0], ['state', 'state', 1.0], ['governor', 'child', 0.6666666666666666], ['domination', 'state', 0.7272727272727273], ['time', 'day', 0.9230769230769231], ['villager', 'child', 0.7058823529411765], ['phase', 'state', 0.9333333333333333], ['situation', 'state', 0.8888888888888888], ['calendar_month', 'day', 0.8333333333333334], ['frame', 'photograph', 0.9411764705882353], ['kashmir', 'surround', 0.8571428571428571], ['announce', 'give', 0.8333333333333334], ['people', 'defense', 0.6666666666666666], ['scenario', 'surround', 0.875], ['procrastinate', 'address', 0.2857142857142857], ['injury', 'fun', 0.8], ['waters', 'garrison', 0.75], ['take', 'address', 0.8], ['delay', 'check', 1.0], ['cipher', 'address', 0.75], ['mufti', 'wear', 0.8888888888888888], ['acute', 'check', 0.7777777777777778], ['opportunity', 'day', 0.9333333333333333], ['care', 'defense', 0.875], ['overall', 'wear', 0.8888888888888888], ['hundred', 'fifth', 0.5263157894736842], ['day', 'day', 1.0], ['exercise', 'fun', 0.8571428571428571], ['concern', 'defense', 0.7692307692307693], ['see', 'check', 1.0], ['low', 'interaction', 0.6666666666666666], ['get', 'capture', 1.0], ['cancel', 'fifth', 0.8235294117647058], ['hope', 'state', 0.8], ['conduct', 'fun', 0.8571428571428571], ['elective', 'fun', 0.75], ['measure', 'fun', 0.8571428571428571], ['administration', 'day', 0.7142857142857143], ['seat', 'wear', 0.8], ['attack', 'capture', 0.8571428571428571], ['body', 'defense', 0.8571428571428571], ['come', 'address', 0.8], ['violence', 'interaction', 0.8], ['terrorist', 'child', 0.7058823529411765], ['kill', 'wear', 0.75]]"
